"BilledCost","BillingAccountId","BillingAccountName","BillingAccountType","BillingCurrency","BillingPeriodEnd","BillingPeriodStart","CapacityReservationId","CapacityReservationStatus","ChargeCategory","ChargeClass","ChargeDescription","ChargePeriodEnd","ChargePeriodStart","CommitmentDiscountCategory","CommitmentDiscountId","CommitmentDiscountName","CommitmentDiscountQuantity","CommitmentDiscountStatus","CommitmentDiscountType","CommitmentDiscountUnit","ConsumedQuantity","ConsumedUnit","ContractedCost","ContractedUnitPrice","EffectiveCost","InvoiceIssuerName","ListCost","ListUnitPrice","PricingCategory","PricingCurrency","PricingQuantity","PricingUnit","ProviderName","PublisherName","RegionId","RegionName","ResourceId","ResourceName","ResourceType","ServiceCategory","ServiceName","SkuId","SkuMeter","SkuPriceDetails","SkuPriceId","SubAccountId","SubAccountName","SubAccountType","Tags","AvailabilityZone","ChargeFrequency","InvoiceId","ServiceSubcategory","PricingCurrencyContractedUnitPrice","PricingCurrencyEffectiveCost","PricingCurrencyListUnitPrice"
85.12676942,"01ABCD-2345EF-6789GH","Helios Labs","BillingAccount","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",NULL,NULL,"Usage",NULL,"Cloud Load Balancing Forwarding Rule in Iowa","2024-09-15T20:00:00Z","2024-09-15T19:00:00Z",NULL,NULL,NULL,NULL,NULL,NULL,NULL,34.4900000000,"Hours",110.554246,3.2054,85.12676942,"Google",111.671722,3.2378,"Standard","USD",34.49,"Hours","Google","Google","us-central1","Iowa","//compute.googleapis.com/projects/helios-labs/zones/us-central1-a/instances/inst-8529",NULL,"Forwarding Rule","Networking","Cloud Load Balancing","R8431RUPFR2P3YVB","Cloud Load Balancing Hours",NULL,"5UL5NWQVRR9A7MFP.059P452B","proj-helios-prod","helios-prod","BillingAccount","{""owner"": ""g.hopper"", ""team"": ""infra""}","asia-southeast1-c","Usage-Based","INV-202409-22196","Application Networking",3.2054,85.12676942,3.2378
285.401962,"01ABCD-2345EF-6789GH","Helios Labs","BillingAccount","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",NULL,NULL,"Purchase",NULL,"Cloud Storage Bucket in Northern Virginia","2024-09-14T02:00:00Z","2024-09-14T01:00:00Z",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,285.401962,1.0313,0,"Google",475.68838600000004,1.7189,"Dynamic","USD",276.74,"GiB","Google","Google","us-east4","Northern Virginia","//compute.googleapis.com/projects/helios-labs/zones/us-east4-a/instances/inst-4841",NULL,"Bucket","Storage","Cloud Storage","8LMN4R7SGMSOXLTA","Cloud Storage GiB",NULL,"8IRCD9SI5GAS442V.LDQ4HEZ5","proj-helios-prod","helios-prod","BillingAccount","{""business_unit"": ""ViennaAI"", ""environment"": ""dev""}",NULL,"Recurring","INV-202409-19710","Object Storage",1.0313,0,1.7189
375.106496,"123456789012","SunBird","BillingAccount","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",NULL,NULL,"Usage",NULL,"Amazon Simple Storage Service Bucket in US West (Oregon)","2024-09-14T00:00:00Z","2024-09-13T23:00:00Z",NULL,NULL,NULL,NULL,NULL,NULL,NULL,279.0400000000,"GB",441.30176,1.5815,375.106496,"AWS",580.6543360000001,2.0809,"Standard","USD",279.04,"GB","AWS","AWS","us-west-2","US West (Oregon)","arn:aws:ec2:us-west-2:123456789012:instance/i-00b357e228d0",NULL,"Bucket","Storage","Amazon Simple Storage Service","GNNQFKPL9EKA024S","Amazon Simple Storage Service GB",NULL,"COSS3EOQM1H8OJRJ.EDKTS2H3","663626350770","Zenith Apollo","BillingAccount","{""business_unit"": ""LisbonOps"", ""cost_center"": ""CC-2042""}",NULL,"Usage-Based","INV-202409-49857","Object Storage",1.5815,375.106496,2.0809
757.30927092,"ocid1.tenancy.oc1..aaaa1234","Meridian OCI","Tenancy","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",NULL,NULL,"Usage",NULL,"Oracle Autonomous Database Database in Australia East (Sydney)","2024-09-19T17:00:00Z","2024-09-19T16:00:00Z",NULL,NULL,NULL,NULL,NULL,NULL,NULL,367.2700000000,"Hours",1097.5496679999999,2.9884,757.30927092,"Oracle",1108.641222,3.0186,"Dynamic","USD",367.27,"Hours","Oracle","Oracle","ap-sydney-1","Australia East (Sydney)","ocid1.instance.oc1.ap-sydney-1.0086de4f1180",NULL,"Database","Databases","Oracle Autonomous Database","5F4W0VUGKV05SZ9C","Oracle Autonomous Database Hours",NULL,"3FUQUHZ6A830DM7X.52DNR9IS","ocid1.compartment.oc1..dev","development","Tenancy","{""application"": ""BrightSourceCore"", ""business_unit"": ""LisbonOps"", ""owner"": ""a.turing""}",NULL,"Usage-Based","INV-202409-67424","Relational Databases",2.9884,757.30927092,3.0186
98.33616,"ocid1.tenancy.oc1..aaaa1234","Meridian OCI","Tenancy","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",NULL,NULL,"Usage",NULL,"Oracle Compute Instance in US East (Ashburn)","2024-09-07T19:00:00Z","2024-09-07T18:00:00Z","Spend","cd-223172","commit-3172",NULL,"Unused","Savings Plan",NULL,NULL,NULL,151.28640000000001,0.7416,98.33616,"Oracle",229.21439999999998,1.1236,"Committed","USD",204.00,"Hours","Oracle","Oracle","us-ashburn-1","US East (Ashburn)","ocid1.instance.oc1.us-ashburn-1.0047aaa9997a",NULL,"Instance","Compute","Oracle Compute","6IER0V6RAST5J284","Oracle Compute Hours",NULL,"WV98Y3UMPYO0CU4Y.YJ5CI6VG","ocid1.compartment.oc1..prod","production","Tenancy","{""team"": ""infra"", ""owner"": ""g.hopper""}","us-ashburn-1-AD-1","Usage-Based","INV-202409-67711","Virtual Machines",0.7416,98.33616,1.1236
110.6183846,"123456789012","SunBird","BillingAccount","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",NULL,NULL,"Usage",NULL,"Elastic Load Balancing Load Balancer in Asia Pacific (Sydney)","2024-09-07T04:00:00Z","2024-09-07T03:00:00Z",NULL,NULL,NULL,NULL,NULL,NULL,NULL,37.4200000000,"LCU-Hours",130.139276,3.4778,110.6183846,"AWS",146.222392,3.9076,"Standard","USD",37.42,"LCU-Hours","AWS","AWS","ap-southeast-2","Asia Pacific (Sydney)","arn:aws:ec2:ap-southeast-2:123456789012:instance/i-00693cb9660b",NULL,"Load Balancer","Networking","Elastic Load Balancing","58CEPSOF1GG2KTBC","Elastic Load Balancing LCU-Hours",NULL,"UDSWX1JP70LKLFYP.5JO3Q3QA","517389287820","Atlas Nimbus","BillingAccount",NULL,"ap-southeast-2a","Usage-Based","INV-202409-70981","Application Networking",3.4778,110.6183846,3.9076
573.39625692,"01ABCD-2345EF-6789GH","Helios Labs","BillingAccount","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",NULL,NULL,"Usage",NULL,"Cloud Load Balancing Forwarding Rule in Belgium","2024-09-19T21:00:00Z","2024-09-19T20:00:00Z",NULL,NULL,NULL,NULL,NULL,NULL,NULL,319.4700000000,"Hours",609.996018,1.9094,573.39625692,"Google",677.787552,2.1216,"Standard","USD",319.47,"Hours","Google","Google","europe-west1","Belgium","//compute.googleapis.com/projects/helios-labs/zones/europe-west1-a/instances/inst-844",NULL,"Forwarding Rule","Networking","Cloud Load Balancing","SBZRAD5SOWOMQIGC","Cloud Load Balancing Hours",NULL,"T2CXIFSU0LMI8X76.RKQ4SVH3","proj-helios-prod","helios-prod","BillingAccount","{""application"": ""NimbusAPI"", ""environment"": ""staging""}",NULL,"Usage-Based","INV-202409-19869","Application Networking",1.9094,573.39625692,2.1216
62.5191048,"8a93b2c1-1234-4abc-9def-0123456789ab","Contoso Cloud","BillingProfile","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",NULL,NULL,"Usage",NULL,"Azure Blob Storage Storage Account in UK South","2024-09-16T15:00:00Z","2024-09-16T14:00:00Z",NULL,NULL,NULL,NULL,NULL,NULL,NULL,132.2400000000,"GB",69.465672,0.5253,62.5191048,"Microsoft",81.72432,0.6180,"Standard","USD",132.24,"GB","Microsoft","Microsoft","uksouth","UK South","/subscriptions/8a93b2c1-1234-4abc-9def-0123456789ab/resourceGroups/rg-716/providers/Microsoft.Compute/virtualMachines/vm-8849",NULL,"Storage Account","Storage","Azure Blob Storage","E3T0HICCT5HGP8IY","Azure Blob Storage GB",NULL,"3X80J0G50RCXN22P.XGX8WDZR","sub-4d3e","Sandbox","BillingProfile","{""business_unit"": ""LisbonOps"", ""application"": ""BrightLensMatrix"", ""environment"": ""staging""}",NULL,"Usage-Based","INV-202409-34878","Object Storage",0.5253,62.5191048,0.6180
25.315179999999998,"123456789012","SunBird","BillingAccount","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",NULL,NULL,"Purchase",NULL,"Amazon Simple Queue Service Queue in US East (N. Virginia)","2024-09-10T02:00:00Z","2024-09-10T01:00:00Z",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,25.315179999999998,1.0006,0,"AWS",42.19028,1.6676,"Standard","USD",25.30,"Requests","AWS","AWS","us-east-1","US East (N. Virginia)","arn:aws:ec2:us-east-1:123456789012:instance/i-003d44602c99",NULL,"Queue","Integration","Amazon Simple Queue Service","I8QLHBIAWPUBLQDI","Amazon Simple Queue Service Requests",NULL,"07HE42X6G26OC7T3.BD4Z1G52","663626350770","Zenith Apollo","BillingAccount","{""environment"": ""dev"", ""cost_center"": ""CC-2042"", ""owner"": ""g.hopper""}",NULL,"One-Time","INV-202409-19632","Messaging",1.0006,0,1.6676
216.66690648,"123456789012","SunBird","BillingAccount","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",NULL,NULL,"Usage",NULL,"Amazon Relational Database Service Database Instance in US West (Oregon)","2024-09-06T10:00:00Z","2024-09-06T09:00:00Z","Usage","cd-575755","commit-5755",NULL,"Used","Reserved Instance",NULL,274.1800000000,"Hours",267.490008,0.9756,216.66690648,"AWS",445.81667999999996,1.6260,"Committed","USD",274.18,"Hours","AWS","AWS","us-west-2","US West (Oregon)","arn:aws:ec2:us-west-2:123456789012:instance/i-0081ae8a1669",NULL,"Database Instance","Databases","Amazon Relational Database Service","GU1UQXJ4EFFF1GXI","Amazon Relational Database Service Hours",NULL,"9D99VH0W1DSTWG6N.J4OGW9XH","517389287820","Atlas Nimbus","BillingAccount","{""cost_center"": ""CC-2042"", ""environment"": ""dev"", ""team"": ""infra""}","ap-southeast-2a","Usage-Based","INV-202409-46512","Relational Databases",0.9756,216.66690648,1.6260
242.83442176,"8a93b2c1-1234-4abc-9def-0123456789ab","Contoso Cloud","BillingProfile","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",NULL,NULL,"Tax",NULL,"Tax charge in East US","2024-09-29T02:00:00Z","2024-09-29T01:00:00Z",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,242.83442176,NULL,242.83442176,"Microsoft",242.83442176,NULL,NULL,"USD",NULL,NULL,"Microsoft","Microsoft",NULL,NULL,NULL,NULL,NULL,"Other","Tax",NULL,NULL,NULL,NULL,"sub-4d3e","Sandbox","BillingProfile",NULL,NULL,"One-Time","INV-202409-28776","Other (Security)",NULL,242.83442176,NULL
270.67756544,"ocid1.tenancy.oc1..aaaa1234","Meridian OCI","Tenancy","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",NULL,NULL,"Credit",NULL,"Oracle Compute Instance in US East (Ashburn)","2024-09-04T22:00:00Z","2024-09-04T21:00:00Z",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,304.132096,1.4488,270.67756544,"Oracle",357.80863999999997,1.7045,"Dynamic","USD",209.92,"Hours","Oracle","Oracle","us-ashburn-1","US East (Ashburn)",NULL,NULL,NULL,"Compute","Oracle Compute","KDFR21520RN6HW1H","Oracle Compute Hours",NULL,"S57TCOZDANTNIQSU.HA51LIY8","ocid1.compartment.oc1..prod","production","Tenancy","{""application"": ""BrightSourceCore""}",NULL,"One-Time","INV-202409-40161","Virtual Machines",1.4488,270.67756544,1.7045
840.86701776,"01ABCD-2345EF-6789GH","Helios Labs","BillingAccount","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",NULL,NULL,"Usage",NULL,"Compute Engine VM Instance in Northern Virginia","2024-09-19T15:00:00Z","2024-09-19T14:00:00Z",NULL,NULL,NULL,NULL,NULL,NULL,NULL,431.0600000000,"Hours",955.5307019999999,2.2167,840.86701776,"Google",1240.935528,2.8788,"Standard","USD",431.06,"Hours","Google","Google","us-east4","Northern Virginia","//compute.googleapis.com/projects/helios-labs/zones/us-east4-a/instances/inst-5832",NULL,"VM Instance","Compute","Compute Engine","3XF1GP1Z7FZTVOVK","Compute Engine Hours",NULL,"E6H76MWWJPGJQMLJ.EL532UUJ","proj-helios-prod","helios-prod","BillingAccount",NULL,"europe-west1-b","Usage-Based","INV-202409-67640","Virtual Machines",2.2167,840.86701776,2.8788
200.16440158,"123456789012","SunBird","BillingAccount","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",NULL,NULL,"Usage",NULL,"Amazon Simple Queue Service Queue in Asia Pacific (Sydney)","2024-09-13T23:00:00Z","2024-09-13T22:00:00Z",NULL,NULL,NULL,NULL,NULL,NULL,NULL,253.6700000000,"Requests",322.845809,1.2727,200.16440158,"AWS",393.721207,1.5521,"Standard","USD",253.67,"Requests","AWS","AWS","ap-southeast-2","Asia Pacific (Sydney)","arn:aws:ec2:ap-southeast-2:123456789012:instance/i-002f236b69a7",NULL,"Queue","Integration","Amazon Simple Queue Service","6Y39C2MU46JD2GVF","Amazon Simple Queue Service Requests",NULL,"6LCP2277KXXSY0VD.VEVG9YSQ","663626350770","Zenith Apollo","BillingAccount",NULL,NULL,"Usage-Based","INV-202409-96057","Messaging",1.2727,200.16440158,1.5521
1192.3147824,"8a93b2c1-1234-4abc-9def-0123456789ab","Contoso Cloud","BillingProfile","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",NULL,NULL,"Usage",NULL,"Azure SQL Database SQL Database in East US","2024-09-29T08:00:00Z","2024-09-29T07:00:00Z",NULL,NULL,NULL,NULL,NULL,NULL,NULL,483.8500000000,"Hours",1419.4223600000003,2.9336,1192.3147824,"Microsoft",1689.79774,3.4924,"Standard","USD",483.85,"Hours","Microsoft","Microsoft","eastus","East US","/subscriptions/8a93b2c1-1234-4abc-9def-0123456789ab/resourceGroups/rg-981/providers/Microsoft.Compute/virtualMachines/vm-8009",NULL,"SQL Database","Databases","Azure SQL Database","XBXTLNV5MOIJESG6","Azure SQL Database Hours",NULL,"87CVIYJKLK2C0XP2.S2O8PT4M","sub-4d3e","Sandbox","BillingProfile","{""owner"": ""g.hopper"", ""business_unit"": ""ViennaAI""}",NULL,"Usage-Based","INV-202409-58213","Relational Databases",2.9336,1192.3147824,3.4924
1076.7272985,"ocid1.tenancy.oc1..aaaa1234","Meridian OCI","Tenancy","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",NULL,NULL,"Usage",NULL,"Oracle Functions Function in UK South (London)","2024-09-22T11:00:00Z","2024-09-22T10:00:00Z",NULL,NULL,NULL,NULL,NULL,NULL,NULL,408.4500000000,"Invocations",1538.1818549999998,3.7659,1076.7272985,"Oracle",1636.373235,4.0063,"Standard","USD",408.45,"Invocations","Oracle","Oracle","uk-london-1","UK South (London)","ocid1.instance.oc1.uk-london-1.00871d36624b",NULL,"Function","Compute","Oracle Functions","FO2WB0DZ6XPYFXOB","Oracle Functions Invocations",NULL,"UGVJICS4I42AFBQN.J971HSPT","ocid1.compartment.oc1..dev","development","Tenancy","{""application"": ""AtlasPortal"", ""cost_center"": ""CC-1001"", ""owner"": ""g.hopper""}","us-ashburn-1-AD-1","Usage-Based","INV-202409-25970","Serverless Compute",3.7659,1076.7272985,4.0063
13.575835,"123456789012","SunBird","BillingAccount","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",NULL,NULL,"Usage",NULL,"Amazon Simple Storage Service Bucket in Asia Pacific (Sydney)","2024-09-27T14:00:00Z","2024-09-27T13:00:00Z",NULL,NULL,NULL,NULL,NULL,NULL,NULL,298.3700000000,"GB",19.39405,0.0650,13.575835,"AWS",24.555851,0.0823,"Dynamic","USD",298.37,"GB","AWS","AWS","ap-southeast-2","Asia Pacific (Sydney)","arn:aws:ec2:ap-southeast-2:123456789012:instance/i-0022c0d1add0",NULL,"Bucket","Storage","Amazon Simple Storage Service","YXQBWEWPGVICW8VL","Amazon Simple Storage Service GB",NULL,"34LIE3CSMCMCUT6Z.84QCMSWD","663626350770","Zenith Apollo","BillingAccount","{""business_unit"": ""MarseilleSRE"", ""environment"": ""prod"", ""team"": ""growth""}","us-east-1a","Usage-Based","INV-202409-95948","Object Storage",0.0650,13.575835,0.0823
